Match_ID,Date,Sport,Home_Team,Away_Team,Home_Team_Odds,Away_Team_Odds,Draw_Odds,Predicted_Winner,Actual_Winner
M00426,2024-02-27,Football,North Adriana Lions,West Gabrielland Wolves,,1.21,3.13,West Gabrielland Wolves,West Gabrielland Wolves
M00427,2023-09-06,Baseball,Matthewtown Tigers,Ryanberg Wolves,3.32,3.12,,Matthewtown Tigers,Ryanberg Wolves
M00428,2025-02-13,Baseball,Wendybury Tigers,Johnview Tigers,3.56,3.49,,Johnview Tigers,Johnview Tigers
M00429,2023-08-30,Tennis,Nicholsberg Lions,East Annahaven Eagles,3.01,1.35,,East Annahaven Eagles,Nicholsberg Lions
M00430,2023-10-26,Baseball,Josephtown Eagles,East Colleenbury Eagles,4.34,1.77,,East Colleenbury Eagles,Josephtown Eagles
M00431,2025-06-14,Tennis,Teresastad Lions,South Timothytown Lions,,1.73,,South Timothytown Lions,Teresastad Lions
M00432,2025-04-20,Basketball,North Bryanchester Eagles,Port Steven Eagles,3.06,4.24,,Port Steven Eagles,Port Steven Eagles
M00433,2025-04-20,Baseball,North Bethbury Tigers,Gomezburgh Eagles,3.6,4.09,,North Bethbury Tigers,Gomezburgh Eagles
M00434,2023-07-14,Baseball,Lake James Eagles,Stephensburgh Wolves,1.9,3.89,,Stephensburgh Wolves,Stephensburgh Wolves
M00435,2025-01-10,Football,Port Rhondaville Eagles,Lake Nathaniel Lions,4.6,4.72,1.71,Lake Nathaniel Lions,Lake Nathaniel Lions
M00436,2024-10-17,Basketball,Colonland Wolves,Clarkmouth Wolves,1.29,2.6,,Clarkmouth Wolves,Colonland Wolves
M00437,2024-11-21,Basketball,Ronaldville Tigers,New Marcside Wolves,,,,Ronaldville Tigers,Ronaldville Tigers
M00438,2024-10-10,Tennis,Lake Joshuamouth Bears,South Abigail Wolves,4.92,4.73,,South Abigail Wolves,South Abigail Wolves
M00439,2024-03-17,Basketball,Williamsfort Eagles,Maxwellborough Bears,2.92,4.01,,Maxwellborough Bears,Williamsfort Eagles
M00440,2025-03-25,Football,Davidtown Wolves,New Tonybury Eagles,4.22,2.35,4.45,Draw,Draw
M00441,2023-09-06,Basketball,Marshallhaven Eagles,Stephensonburgh Lions,4.09,3.9,,Stephensonburgh Lions,Marshallhaven Eagles
M00442,2023-08-08,Tennis,Woodardhaven Wolves,Port Carloshaven Lions,3.42,4.54,,Port Carloshaven Lions,Woodardhaven Wolves
M00443,2025-01-01,Tennis,Deniseport Tigers,West Brittanyberg Wolves,2.93,1.43,,West Brittanyberg Wolves,Deniseport Tigers
M00444,2025-01-03,Basketball,Patelside Lions,Lynnburgh Lions,1.39,3.77,,Patelside Lions,Patelside Lions
M00445,2023-11-15,Football,Rickymouth Tigers,Smithchester Eagles,4.16,3.97,2.74,Smithchester Eagles,Rickymouth Tigers
M00446,2025-05-06,Hockey,East Michellestad Wolves,New Alexanderside Eagles,4.33,1.29,4.48,New Alexanderside Eagles,Draw
M00447,2025-06-08,Tennis,South Shelley Eagles,Martintown Tigers,2.57,3.16,,South Shelley Eagles,South Shelley Eagles
M00448,2023-12-07,Tennis,New Brucefurt Lions,Perezland Tigers,3.97,3.7,,New Brucefurt Lions,New Brucefurt Lions
M00449,2025-04-23,Hockey,North Jessica Lions,Thomasville Lions,4.27,2.32,1.77,Thomasville Lions,Draw
M00450,2024-10-13,Basketball,South Lawrencemouth Eagles,South Bruceport Wolves,1.97,4.63,,South Bruceport Wolves,South Bruceport Wolves
M00451,2023-08-28,Football,Josephhaven Tigers,North Stephanie Lions,3.29,1.33,1.33,Draw,North Stephanie Lions
M00452,2024-02-05,Hockey,Reynoldsmouth Lions,Johnsonview Eagles,2.88,4.66,4.82,Johnsonview Eagles,Reynoldsmouth Lions
M00453,2024-10-04,Football,New Coreyshire Lions,South Jason Tigers,2.52,2.56,4.7,New Coreyshire Lions,New Coreyshire Lions
M00454,2024-05-25,Hockey,South Miranda Wolves,Rebeccaberg Eagles,3.76,4.83,1.97,South Miranda Wolves,Rebeccaberg Eagles
M00455,2025-01-13,Tennis,New Shelly Bears,Julieton Eagles,1.84,2.8,,New Shelly Bears,New Shelly Bears
M00456,2024-07-14,Football,Lake Davidside Bears,New Krista Eagles,1.81,4.49,4.55,New Krista Eagles,Draw
M00457,2025-03-15,Tennis,East Williamborough Bears,Port Rodney Eagles,3.02,1.9,,Port Rodney Eagles,Port Rodney Eagles
M00458,2023-07-29,Hockey,Victoriaton Tigers,Port Timothy Bears,4.53,2.43,3.73,Draw,Victoriaton Tigers
M00459,2023-07-26,Tennis,Spencerstad Lions,Lake Judithfurt Bears,1.98,1.34,,Lake Judithfurt Bears,Spencerstad Lions
M00460,2023-10-07,Hockey,Wilsonshire Wolves,Samueltown Bears,2.34,3.14,3.64,Samueltown Bears,Wilsonshire Wolves
M00461,2024-03-30,Hockey,North Charlesmouth Wolves,Smithburgh Bears,1.33,3.81,2.15,Draw,Smithburgh Bears
M00462,2024-12-16,Hockey,North Luke Wolves,Jonathanhaven Eagles,4.23,3.55,4.07,Draw,North Luke Wolves
M00463,2024-01-14,Football,South Ashley Bears,East Scott Bears,4.02,2.98,3.3,East Scott Bears,South Ashley Bears
M00464,2025-06-14,Football,Jenningsside Bears,Lake Francisco Wolves,2.21,2.01,3.37,Lake Francisco Wolves,Draw
M00465,2025-05-12,Tennis,Port Cynthiafort Bears,Mathewtown Tigers,2.45,4.23,,Mathewtown Tigers,Port Cynthiafort Bears
M00466,2024-08-16,Baseball,Jacobshire Wolves,Port Gregory Lions,2.94,4.74,,Jacobshire Wolves,Jacobshire Wolves
M00467,2024-07-19,Baseball,Smithborough Wolves,Ricardoville Bears,2.58,2.66,,Smithborough Wolves,Ricardoville Bears
M00468,2023-12-14,Tennis,Coffeyburgh Eagles,Sonyaton Lions,3.53,4.38,,Coffeyburgh Eagles,Coffeyburgh Eagles
M00469,2024-02-15,Tennis,Doughertyfurt Bears,Jonesstad Eagles,1.84,3.71,,Doughertyfurt Bears,Jonesstad Eagles
M00470,2024-08-03,Basketball,Markfort Bears,Seantown Lions,4.18,4.38,,Seantown Lions,Seantown Lions
M00471,2025-03-12,Basketball,Lake Kimberlyfort Tigers,Port Heather Tigers,2.84,3.85,,Port Heather Tigers,Lake Kimberlyfort Tigers
M00472,2025-03-17,Tennis,South Deborah Lions,Kristopherview Tigers,2.86,4.37,,Kristopherview Tigers,South Deborah Lions
M00473,2024-04-10,Tennis,Port Derek Tigers,South Andrew Bears,2.38,2.99,,Port Derek Tigers,South Andrew Bears
M00474,2023-08-22,Basketball,Lake Kimberlyton Lions,Sarahton Bears,4.78,3.96,,Lake Kimberlyton Lions,Lake Kimberlyton Lions
M00475,2024-10-22,Tennis,Gonzalesside Wolves,Lake Briana Wolves,2.47,3.05,,Lake Briana Wolves,Lake Briana Wolves
M00476,2025-05-23,Basketball,New Mark Wolves,West Cory Tigers,4.61,2.6,,New Mark Wolves,New Mark Wolves
M00477,2023-11-15,Baseball,East Valerie Wolves,North Kyle Eagles,2.25,1.4,,North Kyle Eagles,East Valerie Wolves
M00478,2024-06-24,Baseball,New Maurice Bears,Howeburgh Lions,3.44,2.12,,New Maurice Bears,Howeburgh Lions
M00479,2024-09-26,Baseball,East Wesley Lions,West Sandrashire Wolves,1.69,4.1,,West Sandrashire Wolves,West Sandrashire Wolves
M00480,2024-11-01,Tennis,Escobarchester Wolves,Scottville Tigers,2.11,2.67,,Escobarchester Wolves,Scottville Tigers
M00481,2023-09-02,Hockey,Guerreroland Bears,Lake Jodyshire Wolves,3.85,3.05,3.79,Lake Jodyshire Wolves,Draw
M00482,2024-03-15,Tennis,Taylorshire Bears,Thompsonville Wolves,3.1,3.18,,Taylorshire Bears,Taylorshire Bears
M00483,2024-01-22,Basketball,New Keithside Eagles,Maxwellbury Lions,3.88,4.58,,Maxwellbury Lions,New Keithside Eagles
M00484,2025-03-07,Basketball,Christopherside Wolves,East Troy Bears,2.59,3.96,,Christopherside Wolves,Christopherside Wolves
M00485,2024-11-06,Tennis,South Derek Lions,Jillmouth Tigers,2.22,,,South Derek Lions,Jillmouth Tigers
M00486,2024-11-13,Tennis,Saunderston Lions,Michaelhaven Wolves,4.72,3.41,,Michaelhaven Wolves,Saunderston Lions
M00487,2025-01-08,Hockey,Port Sandra Wolves,North Johnville Lions,2.38,2.1,2.0,Port Sandra Wolves,Draw
M00488,2023-07-23,Baseball,Kellyville Tigers,South Victorfort Tigers,4.96,4.34,,South Victorfort Tigers,South Victorfort Tigers
M00489,2025-03-21,Hockey,Lindaville Tigers,Edwardston Lions,4.88,1.65,2.05,Lindaville Tigers,Edwardston Lions
M00490,2023-09-05,Tennis,Russellburgh Wolves,Stevenston Lions,4.48,1.77,,Russellburgh Wolves,Stevenston Lions
M00491,2024-06-11,Hockey,Campbellport Wolves,Johnsonshire Tigers,3.26,2.54,4.98,Draw,Campbellport Wolves
M00492,2024-03-11,Baseball,Leblancton Wolves,Dannymouth Eagles,1.41,4.78,,Dannymouth Eagles,Leblancton Wolves
M00493,2024-12-05,Baseball,Carriestad Bears,Lake Jasonborough Lions,2.98,2.44,,Lake Jasonborough Lions,Carriestad Bears
M00494,2024-05-03,Football,Bryanfurt Tigers,Clarkchester Wolves,4.88,3.7,2.08,Draw,Clarkchester Wolves
M00495,2024-04-12,Football,West Jessicaport Eagles,Connieside Bears,4.51,2.36,3.06,Connieside Bears,Draw
M00496,2024-05-04,Basketball,Williammouth Wolves,Davidside Tigers,2.79,1.97,,Williammouth Wolves,Davidside Tigers
M00497,2025-05-20,Basketball,Barajasport Eagles,New Laurastad Bears,4.2,2.81,,Barajasport Eagles,New Laurastad Bears
M00498,2023-12-29,Baseball,Bethville Bears,North Katie Wolves,1.72,4.77,,North Katie Wolves,North Katie Wolves
M00499,2024-05-16,Football,Michaeltown Tigers,New Timothychester Wolves,4.02,4.56,4.52,Michaeltown Tigers,Michaeltown Tigers
M00500,2025-01-31,Football,Port Vickichester Wolves,North Lauraville Wolves,1.96,2.4,4.11,Draw,North Lauraville Wolves
M00501,2025-01-17,Basketball,Larryville Bears,Lake Stacy Tigers,1.7,2.23,,Lake Stacy Tigers,Larryville Bears
M00502,2024-08-17,Hockey,East Emilytown Wolves,West Joshuaburgh Lions,3.31,1.65,,West Joshuaburgh Lions,West Joshuaburgh Lions
M00503,2023-11-25,Basketball,South Laurenhaven Lions,South Cassieport Bears,2.03,2.32,,South Laurenhaven Lions,South Laurenhaven Lions
M00504,2024-01-27,Tennis,East Alanton Eagles,Port Lance Tigers,2.59,4.6,,Port Lance Tigers,Port Lance Tigers
M00505,2024-08-01,Basketball,Tranmouth Wolves,West Carolview Tigers,2.08,2.27,,West Carolview Tigers,Tranmouth Wolves
M00506,2024-12-05,Hockey,Hamiltonshire Wolves,Moralesmouth Tigers,1.62,2.49,4.54,Moralesmouth Tigers,Moralesmouth Tigers
M00507,2024-02-08,Baseball,Lake Chelseastad Wolves,East Jessica Tigers,2.87,4.3,,Lake Chelseastad Wolves,Lake Chelseastad Wolves
M00508,2024-03-27,Hockey,North Brandonhaven Wolves,Hannahmouth Wolves,2.99,2.75,3.28,Draw,Draw
M00509,2024-04-30,Baseball,Richardtown Tigers,Lake Lori Bears,4.4,4.18,,Lake Lori Bears,Lake Lori Bears
M00510,2024-01-07,Tennis,West Brenda Wolves,North Greghaven Lions,4.0,3.11,,North Greghaven Lions,North Greghaven Lions
M00511,2024-05-16,Baseball,Youngfurt Tigers,West Malloryland Bears,4.35,2.09,,Youngfurt Tigers,Youngfurt Tigers
M00512,2025-06-02,Football,West Michaelfort Wolves,New Rhonda Tigers,1.21,3.44,1.2,West Michaelfort Wolves,West Michaelfort Wolves
M00513,2024-07-26,Hockey,West John Bears,New Thomas Lions,3.76,4.74,4.66,New Thomas Lions,New Thomas Lions
M00514,2024-05-13,Tennis,North Loganside Bears,East Joannaland Bears,4.2,3.02,,East Joannaland Bears,North Loganside Bears
M00515,2024-03-28,Football,East Amanda Eagles,Edwinville Eagles,2.66,3.29,4.69,Draw,Edwinville Eagles
M00516,2024-09-22,Hockey,East Nicoleberg Tigers,Simsfort Wolves,4.83,1.69,3.78,Simsfort Wolves,Draw
M00517,2024-06-30,Hockey,Stephaniehaven Lions,Wadechester Bears,1.9,1.93,4.48,Draw,Stephaniehaven Lions
M00518,2024-05-30,Basketball,Hullton Tigers,Lauraburgh Eagles,4.24,1.71,,Lauraburgh Eagles,Hullton Tigers
M00519,2023-07-14,Tennis,Lake Sandraview Tigers,Charlesview Eagles,2.77,4.06,,Lake Sandraview Tigers,Lake Sandraview Tigers
M00520,2025-04-28,Baseball,Bellport Eagles,Gonzalesmouth Bears,1.2,1.8,,Bellport Eagles,Bellport Eagles
M00521,2023-12-19,Baseball,Toddland Tigers,Raymouth Wolves,1.71,4.9,,Toddland Tigers,Raymouth Wolves
M00522,2023-10-02,Tennis,Garciashire Tigers,Elizabethborough Eagles,1.35,4.92,,Garciashire Tigers,Garciashire Tigers
M00523,2025-04-14,Basketball,Alexandershire Tigers,Robertfurt Eagles,3.93,2.55,,Alexandershire Tigers,Robertfurt Eagles
M00524,2024-08-14,Baseball,Christinaton Eagles,Carlyside Lions,,,,Carlyside Lions,Christinaton Eagles
M00525,2024-03-15,Baseball,Forbesberg Eagles,West Karenside Wolves,2.85,4.25,,West Karenside Wolves,Forbesberg Eagles
M00526,2024-02-06,Hockey,Angelashire Bears,Williammouth Tigers,1.24,2.91,2.55,Angelashire Bears,Williammouth Tigers
M00527,2023-10-07,Baseball,Timothyville Wolves,Port Christinaburgh Wolves,3.55,4.39,,Timothyville Wolves,Timothyville Wolves
M00528,2024-10-21,Football,Waynemouth Bears,North Justin Wolves,2.02,2.73,2.95,North Justin Wolves,Waynemouth Bears
M00529,2023-09-01,Hockey,Lake Joshuashire Lions,Cherylshire Bears,4.59,2.94,4.57,Draw,Lake Joshuashire Lions
M00530,2024-12-01,Football,Collierburgh Eagles,South Susan Eagles,4.83,3.36,1.96,Draw,Collierburgh Eagles
M00531,2023-11-25,Basketball,Patriciaton Tigers,Sarabury Eagles,2.93,1.41,,Sarabury Eagles,Patriciaton Tigers
M00532,2024-12-05,Tennis,New Davidfurt Eagles,Hernandezbury Tigers,2.32,4.46,,New Davidfurt Eagles,New Davidfurt Eagles
M00533,2024-10-27,Hockey,New Erinberg Eagles,Lake Andrewmouth Bears,1.24,2.27,3.87,Lake Andrewmouth Bears,Draw
M00534,2025-01-21,Hockey,New Michelle Bears,Williamport Tigers,1.41,3.03,3.71,Williamport Tigers,Draw
M00535,2024-11-19,Hockey,East Brian Bears,West Michael Wolves,4.08,1.54,1.36,Draw,East Brian Bears
M00536,2024-01-19,Hockey,East Davidmouth Tigers,Douglasside Tigers,2.31,2.65,4.19,East Davidmouth Tigers,Douglasside Tigers
M00537,2024-05-16,Hockey,Durhamton Wolves,East James Eagles,1.24,3.24,,Draw,Draw
M00538,2024-01-03,Basketball,Harveyburgh Lions,Floresside Wolves,1.65,4.17,,Harveyburgh Lions,Harveyburgh Lions
M00539,2024-08-13,Tennis,Sarahshire Wolves,Lake Tracy Eagles,3.82,2.52,,Sarahshire Wolves,Lake Tracy Eagles
M00540,2025-03-02,Football,Benderborough Bears,Davidland Eagles,4.27,1.65,1.69,Benderborough Bears,Benderborough Bears
M00541,2025-05-04,Football,West Terrance Lions,Nuneztown Wolves,2.47,2.58,3.85,Draw,Draw
M00542,2023-09-09,Tennis,East Douglas Wolves,North Jeffrey Bears,2.03,2.72,,North Jeffrey Bears,North Jeffrey Bears
M00543,2025-03-27,Hockey,Yoderville Bears,Lake Jennifer Lions,3.88,,3.36,Draw,Lake Jennifer Lions
M00544,2023-12-03,Basketball,Kathymouth Eagles,Lake Sharon Eagles,1.61,2.56,,Kathymouth Eagles,Kathymouth Eagles
M00545,2023-09-03,Basketball,South Susan Lions,Wendychester Lions,4.53,3.34,,South Susan Lions,South Susan Lions
M00546,2025-02-19,Tennis,Johnsonland Eagles,South Jennifer Bears,3.77,2.83,,Johnsonland Eagles,South Jennifer Bears
M00547,2024-12-31,Hockey,Jamesborough Wolves,East Raymond Eagles,2.94,2.52,2.4,Jamesborough Wolves,East Raymond Eagles
M00548,2025-04-13,Football,South Jessica Bears,East Kelsey Eagles,2.84,,3.49,East Kelsey Eagles,Draw
M00549,2024-08-25,Hockey,New Richard Eagles,South Jenniferfort Lions,3.82,2.45,3.57,South Jenniferfort Lions,Draw
M00550,2025-02-08,Baseball,Katherineside Eagles,Rhondaton Lions,2.19,3.21,,Katherineside Eagles,Katherineside Eagles
M00551,2025-02-05,Basketball,Blakeberg Bears,Lake Jamie Tigers,3.55,4.37,,Lake Jamie Tigers,Lake Jamie Tigers
M00552,2025-04-27,Hockey,Williamsborough Wolves,Lake Randy Bears,4.13,3.4,,Lake Randy Bears,Lake Randy Bears
M00553,2024-10-29,Football,Lindamouth Wolves,Kimborough Eagles,4.91,2.92,2.59,Draw,Draw
M00554,2023-12-27,Basketball,North Jakebury Eagles,West Christopher Wolves,1.21,2.03,,West Christopher Wolves,West Christopher Wolves
M00555,2023-08-10,Hockey,Tylerfort Lions,Isaacborough Lions,4.98,1.39,4.75,Isaacborough Lions,Isaacborough Lions
M00556,2024-10-27,Hockey,Lake Jeremy Eagles,Millerland Eagles,,1.85,1.43,Millerland Eagles,Millerland Eagles
M00557,2024-01-18,Basketball,Blackhaven Wolves,Wallacehaven Eagles,2.66,4.46,,Blackhaven Wolves,Blackhaven Wolves
M00558,2024-02-20,Basketball,South James Eagles,Lake Charles Tigers,2.69,1.76,,Lake Charles Tigers,Lake Charles Tigers
M00559,2025-01-22,Basketball,New Susan Bears,West Nicolestad Bears,3.78,1.35,,West Nicolestad Bears,West Nicolestad Bears
M00560,2025-01-28,Football,Lake Leslietown Bears,North Erin Tigers,3.43,4.76,2.73,Lake Leslietown Bears,North Erin Tigers
M00561,2025-03-31,Basketball,Aprilhaven Tigers,Lake Stephanie Wolves,3.98,3.79,,Aprilhaven Tigers,Aprilhaven Tigers
M00562,2025-04-15,Tennis,North Sara Eagles,Wardville Lions,4.36,4.21,,Wardville Lions,North Sara Eagles
M00563,2024-07-21,Hockey,Landryshire Wolves,Lake Antonioborough Lions,4.61,3.79,3.32,Draw,Lake Antonioborough Lions
M00564,2024-10-11,Hockey,East Aaronborough Bears,Port Michelle Bears,1.67,4.3,3.92,East Aaronborough Bears,East Aaronborough Bears
M00565,2024-04-06,Football,South Kristi Wolves,Gilmorechester Tigers,2.12,1.9,1.36,Draw,Gilmorechester Tigers
M00566,2023-10-27,Tennis,Perezville Tigers,New Andrew Lions,4.84,4.74,,Perezville Tigers,New Andrew Lions
M00567,2024-12-11,Basketball,Kevinshire Tigers,Angelaport Bears,2.98,3.88,,Angelaport Bears,Kevinshire Tigers
M00568,2023-10-08,Basketball,Sheppardmouth Wolves,Port Austinborough Bears,1.8,3.06,,Port Austinborough Bears,Sheppardmouth Wolves
M00569,2024-02-21,Baseball,Port Stevenstad Lions,Kristenhaven Bears,3.1,3.85,,Port Stevenstad Lions,Port Stevenstad Lions
M00570,2025-04-10,Basketball,Lisahaven Wolves,Higginsburgh Lions,3.68,3.03,,Lisahaven Wolves,Higginsburgh Lions
M00571,2023-10-26,Baseball,Russellstad Bears,Berrymouth Lions,2.27,2.45,,Russellstad Bears,Berrymouth Lions
M00572,2025-02-02,Baseball,Williamstown Wolves,Elizabethville Bears,3.11,4.03,,Williamstown Wolves,Williamstown Wolves
M00573,2024-08-09,Tennis,Moralesland Tigers,Taylortown Bears,4.68,1.51,,Moralesland Tigers,Moralesland Tigers
M00574,2025-03-12,Tennis,East Warrenmouth Wolves,North Jillianfort Lions,4.66,2.75,,East Warrenmouth Wolves,East Warrenmouth Wolves
M00575,2024-07-04,Football,Kendrabury Wolves,Gomezhaven Tigers,4.28,4.16,2.57,Draw,Kendrabury Wolves
M00576,2024-02-12,Tennis,New Sydneyfurt Lions,Lake Kevin Lions,2.07,3.72,,Lake Kevin Lions,Lake Kevin Lions
M00577,2024-03-21,Hockey,Jeremyborough Tigers,West Taylor Lions,2.52,1.6,1.62,West Taylor Lions,West Taylor Lions
M00578,2024-04-08,Baseball,Port Monica Tigers,Salazarville Lions,1.42,2.05,,Salazarville Lions,Salazarville Lions
M00579,2024-08-29,Hockey,Lake Margaretchester Tigers,East Bradley Lions,1.94,3.94,2.14,Draw,East Bradley Lions
M00580,2025-06-15,Tennis,Craigborough Eagles,Jeffreyton Wolves,4.9,1.34,,Craigborough Eagles,Craigborough Eagles
M00581,2024-10-03,Football,Jessicaton Wolves,North Amanda Wolves,4.46,1.31,1.74,Jessicaton Wolves,Draw
M00582,2024-06-16,Baseball,South Jamesview Tigers,North Darren Wolves,,4.76,,North Darren Wolves,North Darren Wolves
M00583,2025-06-17,Football,Lake Johnport Wolves,New Jamesbury Wolves,4.02,2.59,3.63,Draw,New Jamesbury Wolves
M00584,2024-02-05,Basketball,Amychester Lions,East Amybury Lions,2.82,2.97,,Amychester Lions,East Amybury Lions
M00585,2024-05-03,Baseball,Ritaview Tigers,Gloverfort Lions,,1.62,,Ritaview Tigers,Ritaview Tigers
M00586,2025-03-28,Tennis,West Jeffrey Lions,Jessicaview Eagles,4.36,1.39,,Jessicaview Eagles,West Jeffrey Lions
M00587,2024-09-08,Basketball,North Sean Eagles,Hooverton Lions,4.6,1.92,,North Sean Eagles,Hooverton Lions
M00588,2023-12-30,Tennis,Weeksberg Bears,Jeffersonside Eagles,4.84,2.14,,Jeffersonside Eagles,Weeksberg Bears
M00589,2025-04-18,Basketball,North Michaelland Lions,Wellsport Bears,4.23,4.48,,North Michaelland Lions,Wellsport Bears
M00590,2024-04-17,Football,East Loganton Tigers,Acostastad Lions,2.9,2.27,3.37,Draw,Acostastad Lions
M00591,2024-03-15,Basketball,Nancyfort Wolves,Jonesview Bears,4.33,1.96,,Jonesview Bears,Jonesview Bears
M00592,2024-11-05,Hockey,Port Michaelstad Bears,Dixonburgh Tigers,3.82,3.49,2.5,Port Michaelstad Bears,Dixonburgh Tigers
M00593,2024-09-23,Tennis,Cookside Tigers,Amandaburgh Tigers,3.12,2.07,,Cookside Tigers,Amandaburgh Tigers
M00594,2024-03-17,Football,Port James Bears,East John Lions,3.69,4.65,3.17,East John Lions,Port James Bears
M00595,2024-02-23,Football,Michelehaven Bears,Laraport Eagles,4.66,3.45,4.13,Laraport Eagles,Draw
M00596,2024-03-30,Hockey,Isaiahside Eagles,Edwardsview Bears,2.7,2.12,4.48,Isaiahside Eagles,Edwardsview Bears
M00597,2025-01-31,Hockey,Jenniferfort Tigers,Lake Jeremytown Tigers,1.69,3.88,4.24,Draw,Lake Jeremytown Tigers
M00598,2024-01-25,Hockey,Allenville Lions,Port Carol Tigers,4.76,3.73,2.27,Port Carol Tigers,Allenville Lions
M00599,2023-10-17,Tennis,Port Christinastad Wolves,North Derrickburgh Wolves,4.93,1.68,,North Derrickburgh Wolves,Port Christinastad Wolves
M00600,2023-11-15,Football,West Davidside Lions,Lake Brent Tigers,3.88,2.13,,Draw,Draw
M00601,2024-03-24,Hockey,Lake Janice Lions,West Codyberg Bears,3.35,,3.01,Draw,West Codyberg Bears
M00602,2025-01-15,Football,North Terrenceberg Bears,New Zachary Bears,,2.29,3.54,New Zachary Bears,Draw
M00603,2024-07-19,Hockey,Thomasshire Eagles,Lawsonborough Lions,2.1,4.57,1.57,Thomasshire Eagles,Draw
M00604,2024-08-11,Basketball,South Adamland Eagles,North Thomasshire Tigers,4.77,,,South Adamland Eagles,South Adamland Eagles
M00605,2024-06-23,Football,New Mariastad Lions,East Brian Lions,1.68,3.27,,New Mariastad Lions,East Brian Lions
M00606,2025-06-26,Baseball,Meganshire Lions,Lake Kurtmouth Wolves,3.66,4.95,,Meganshire Lions,Meganshire Lions
M00607,2024-11-25,Baseball,West Erikafurt Lions,Lake Dawnmouth Eagles,1.7,1.69,,Lake Dawnmouth Eagles,West Erikafurt Lions
M00608,2024-09-12,Tennis,Lake Benjaminfort Eagles,North Thomasport Tigers,2.05,3.71,,Lake Benjaminfort Eagles,North Thomasport Tigers
M00609,2023-09-30,Hockey,Stacyfort Tigers,Johnfort Tigers,2.08,2.56,3.95,Draw,Draw
M00610,2023-09-04,Baseball,West Nicoleton Eagles,East Elizabeth Eagles,4.29,1.96,,East Elizabeth Eagles,East Elizabeth Eagles
M00611,2024-03-06,Baseball,North Anthonymouth Eagles,Baileystad Bears,2.68,4.96,,North Anthonymouth Eagles,North Anthonymouth Eagles
M00612,2025-01-26,Basketball,New Adriennefurt Tigers,Rebekahview Eagles,4.85,4.71,,New Adriennefurt Tigers,New Adriennefurt Tigers
M00613,2024-02-23,Basketball,West Steven Eagles,Danielsborough Bears,4.82,2.9,,West Steven Eagles,West Steven Eagles
M00614,2024-02-04,Basketball,Baileyport Tigers,New Amber Eagles,4.9,2.25,,Baileyport Tigers,Baileyport Tigers
M00615,2024-11-05,Hockey,South Daniel Eagles,Port Taylorbury Bears,3.63,4.07,1.99,Port Taylorbury Bears,Port Taylorbury Bears
M00616,2025-02-16,Football,North Lee Tigers,North Jenniferview Lions,1.69,2.71,4.83,North Jenniferview Lions,North Jenniferview Lions
M00617,2023-07-14,Tennis,Jaybury Eagles,East Laurashire Lions,4.56,2.0,,Jaybury Eagles,Jaybury Eagles
M00618,2024-10-28,Baseball,New Andreahaven Wolves,Stephenstad Bears,1.64,3.87,,Stephenstad Bears,New Andreahaven Wolves
M00619,2024-09-27,Hockey,Robertsonville Bears,Port Peggy Bears,1.47,1.6,2.4,Draw,Robertsonville Bears
M00620,2024-06-08,Basketball,North Edwardfort Tigers,West Kimberly Bears,1.51,1.52,,North Edwardfort Tigers,West Kimberly Bears
M00621,2024-09-21,Hockey,Marshallton Tigers,Zavalabury Wolves,1.75,4.48,3.56,Marshallton Tigers,Zavalabury Wolves
M00622,2025-03-17,Basketball,East Christinahaven Eagles,Simmonschester Wolves,2.63,2.4,,Simmonschester Wolves,East Christinahaven Eagles
M00623,2024-03-12,Tennis,Andrewfurt Tigers,Heathland Wolves,4.57,2.35,,Andrewfurt Tigers,Heathland Wolves
M00624,2024-01-12,Tennis,North Andrewbury Lions,North Omarbury Lions,1.43,3.06,,North Omarbury Lions,North Omarbury Lions
M00625,2024-01-06,Hockey,Jamiemouth Bears,New Steven Tigers,3.15,,4.81,Jamiemouth Bears,Jamiemouth Bears
M00626,2024-10-13,Basketball,Suttonton Wolves,Lake Jenna Wolves,,3.56,,Lake Jenna Wolves,Suttonton Wolves
M00627,2025-04-13,Tennis,Edwardfurt Eagles,East Alexaport Wolves,1.35,4.85,,East Alexaport Wolves,East Alexaport Wolves
M00628,2024-08-13,Tennis,Gutierreztown Lions,Port Amandaport Bears,2.38,4.6,,Gutierreztown Lions,Gutierreztown Lions
M00629,2024-08-26,Hockey,Danielbury Wolves,Chanburgh Wolves,3.45,1.97,1.95,Draw,Chanburgh Wolves
M00630,2024-09-06,Hockey,Hamiltonport Eagles,Robertport Bears,3.86,2.66,,Robertport Bears,Hamiltonport Eagles
M00631,2023-12-16,Football,North Lisaburgh Lions,Murphyside Lions,2.97,3.98,4.11,Draw,North Lisaburgh Lions
M00632,2024-05-13,Football,Munozberg Lions,Roberthaven Lions,1.33,2.63,2.24,Munozberg Lions,Roberthaven Lions
M00633,2023-12-08,Football,Aaronfurt Lions,Jordanburgh Bears,3.82,3.89,3.89,Jordanburgh Bears,Jordanburgh Bears
M00634,2024-10-01,Football,Port Beverly Tigers,West Caitlinville Lions,,1.93,1.9,Draw,West Caitlinville Lions
M00635,2025-05-29,Baseball,Lake Michael Bears,East Ritafurt Lions,3.14,4.93,,East Ritafurt Lions,East Ritafurt Lions
